Tên,Cấp,Quận Huyện,Tỉnh / Thành Phố
Xã Đông Xá,Xã,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Bản Sen,Xã,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Thắng Lợi,Xã,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Quan Lạn,Xã,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Ngọc Vừng,Xã,Huyện Vân Đồn,Tỉnh Quảng Ninh
Phường Mạo Khê,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Đông Triều,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã An Sinh,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Tràng Lương,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Bình Khê,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Việt Dân,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Tân Việt,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Bình Dương,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Đức Chính,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Tràng An,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Nguyễn Huệ,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Thủy An,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Xuân Sơn,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Hồng Thái Tây,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Hồng Thái Đông,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Hoàng Quế,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Yên Thọ,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Hồng Phong,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Kim Sơn,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Hưng Đạo,Phường,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Yên Đức,Xã,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Quảng Yên,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Đông Mai,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Minh Thành,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Sông Khoai,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Hiệp Hòa,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Cộng Hòa,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Tiền An,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Hoàng Tân,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Tân An,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Yên Giang,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Nam Hoà,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Hà An,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Cẩm La,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Phong Hải,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Yên Hải,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Liên Hòa,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Phong Cốc,Phường,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Liên Vị,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Tiền Phong,Xã,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Thị trấn Cô Tô,Thị trấn,Huyện Cô Tô,Tỉnh Quảng Ninh
Xã Đồng Tiến,Xã,Huyện Cô Tô,Tỉnh Quảng Ninh
Xã Thanh Lân,Xã,Huyện Cô Tô,Tỉnh Quảng Ninh
Phường Thọ Xương,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Trần Nguyên Hãn,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Ngô Quyền,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Hoàng Văn Thụ,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Trần Phú,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Mỹ Độ,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Lê Lợi,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Song Mai,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Xương Giang,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Đa Mai,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Phường Dĩnh Kế,Phường,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Dĩnh Trì,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Tân Mỹ,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Đồng Sơn,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Tân Tiến,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Song Khê,Xã,Thành phố Bắc Giang,Tỉnh Bắc Giang
Xã Đồng Tiến,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Canh Nậu,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Xuân Lương,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Tam Tiến,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đồng Vương,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đồng Hưu,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đồng Tâm,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Tam Hiệp,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Tiến Thắng,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Hồng Kỳ,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đồng Lạc,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đông Sơn,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Tân Hiệp,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Hương Vĩ,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Đồng Kỳ,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Xã An Thượng,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Thị trấn Phồn Xương,Thị trấn,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Tân Sỏi,Xã,Huyện Yên Thế,Tỉnh Bắc Giang
Thị trấn Bố Hạ,Thị trấn,Huyện Yên Thế,Tỉnh Bắc Giang
Xã Lan Giới,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Thị trấn Nhã Nam,Thị trấn,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Tân Trung,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Đại Hóa,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Quang Tiến,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Phúc Sơn,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã An Dương,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Phúc Hòa,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Liên Sơn,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Hợp Đức,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Lam Cốt,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Cao Xá,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Thị trấn Cao Thượng,Thị trấn,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Việt Ngọc,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Song Vân,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Ngọc Châu,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Ngọc Vân,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Việt Lập,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Liên Chung,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Ngọc Thiện,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Ngọc Lý,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Xã Quế Nham,Xã,Huyện Tân Yên,Tỉnh Bắc Giang
Thị trấn Vôi,Thị trấn,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Nghĩa Hòa,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Nghĩa Hưng,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Quang Thịnh,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Hương Sơn,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Đào Mỹ,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Tiên Lục,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã An Hà,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Thị trấn Kép,Thị trấn,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Mỹ Hà,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Hương Lạc,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Dương Đức,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Tân Thanh,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Yên Mỹ,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Tân Hưng,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Mỹ Thái,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Xương Lâm,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Xuân Hương,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Tân Dĩnh,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Đại Lâm,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Xã Thái Đào,Xã,Huyện Lạng Giang,Tỉnh Bắc Giang
Thị trấn Đồi Ngô,Thị trấn,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Đông Hưng,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Đông Phú,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Tam Dị,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Bảo Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Bảo Đài,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Thanh Lâm,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Tiên Nha,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Trường Giang,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Thị trấn Phương Sơn,Thị trấn,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Chu Điện,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Cương Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Nghĩa Phương,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Vô Tranh,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Bình Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Lan Mẫu,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Yên Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Khám Lạng,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Huyền Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Trường Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Lục Sơn,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Bắc Lũng,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Vũ Xá,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Cẩm Lý,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Xã Đan Hội,Xã,Huyện Lục Nam,Tỉnh Bắc Giang
Thị trấn Chũ,Thị trấn,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Cấm Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Tân Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Phong Minh,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Phong Vân,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Xa Lý,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Hộ Đáp,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Sơn Hải,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Thanh Hải,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Kiên Lao,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Biên Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Kiên Thành,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Hồng Giang,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Kim Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Tân Hoa,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Giáp Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Biển Động,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Quý Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Trù Hựu,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Phì Điền,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Tân Quang,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Đồng Cốc,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Tân Lập,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Phú Nhuận,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Mỹ An,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Nam Dương,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Tân Mộc,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Đèo Gia,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Xã Phượng Sơn,Xã,Huyện Lục Ngạn,Tỉnh Bắc Giang
Thị trấn An Châu,Thị trấn,Huyện Sơn Động,Tỉnh Bắc Giang
Thị trấn Tây Yên Tử,Thị trấn,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Vân Sơn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Hữu Sản,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Đại Sơn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Phúc Sơn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Giáo Liêm,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Cẩm Đàn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã An Lạc,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Vĩnh An,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Yên Định,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Lệ Viễn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã An Bá,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Tuấn Đạo,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Dương Hưu,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Long Sơn,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Xã Thanh Luận,Xã,Huyện Sơn Động,Tỉnh Bắc Giang
Thị trấn Nham Biền,Thị trấn,Huyện Yên Dũng,Tỉnh Bắc Giang
Thị trấn Tân An,Thị trấn,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Lão Hộ,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Hương Gián,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Quỳnh Sơn,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Nội Hoàng,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Tiền Phong,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Xuân Phú,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Tân Liễu,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Trí Yên,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Lãng Sơn,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Yên Lư,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Tiến Dũng,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Đức Giang,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Cảnh Thụy,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Tư Mại,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Đồng Việt,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Đồng Phúc,Xã,Huyện Yên Dũng,Tỉnh Bắc Giang
Xã Thượng Lan,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Việt Tiến,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Nghĩa Trung,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Minh Đức,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Hương Mai,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Tự Lạn,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Bích Động,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Trung Sơn,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Hồng Thái,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Tiên Sơn,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Tăng Tiến,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Quảng Minh,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Nếnh,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Ninh Sơn,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Vân Trung,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Vân Hà,Xã,Thị Xã Việt Yên,Tỉnh Bắc Giang
Phường Quang Châu,Phường,Thị Xã Việt Yên,Tỉnh Bắc Giang
Xã Đồng Tân,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Thanh Vân,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hoàng Lương,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hoàng Vân,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hoàng Thanh,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hoàng An,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Ngọc Sơn,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Thái Sơn,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hòa Sơn,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Thị trấn Thắng,Thị trấn,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Quang Minh,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Lương Phong,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hùng Sơn,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Đại Thành,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Thường Thắng,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hợp Thịnh,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Danh Thắng,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Mai Trung,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Đoan Bái,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Thị trấn Bắc Lý,Thị trấn,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Xuân Cẩm,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Hương Lâm,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Đông Lỗ,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Châu Minh,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Xã Mai Đình,Xã,Huyện Hiệp Hòa,Tỉnh Bắc Giang
Phường Dữu Lâu,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Vân Cơ,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Nông Trang,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Tân Dân,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Gia Cẩm,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Tiên Cát,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Thọ Sơn,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Thanh Miếu,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Bạch Hạc,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Bến Gót,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Vân Phú,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Phượng Lâu,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Thụy Vân,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Minh Phương,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Trưng Vương,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Minh Nông,Phường,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Sông Lô,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Kim Đức,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Hùng Lô,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Hy Cương,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Chu Hóa,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Xã Thanh Đình,Xã,Thành phố Việt Trì,Tỉnh Phú Thọ
Phường Hùng Vương,Phường,Thị xã Phú Thọ,Tỉnh Phú Thọ
Phường Phong Châu,Phường,Thị xã Phú Thọ,Tỉnh Phú Thọ
Phường Âu Cơ,Phường,Thị xã Phú Thọ,Tỉnh Phú Thọ
Xã Hà Lộc,Xã,Thị xã Phú Thọ,Tỉnh Phú Thọ
Xã Phú Hộ,Xã,Thị xã Phú Thọ,Tỉnh Phú Thọ
Xã Văn Lung,Xã,Thị xã Phú Thọ,Tỉnh Phú Thọ
Xã Thanh Minh,Xã,Thị xã Phú Thọ,Tỉnh Phú Thọ
Xã Hà Thạch,Xã,Thị xã Phú Thọ,Tỉnh Phú Thọ
Phường Thanh Vinh,Phường,Thị xã Phú Thọ,Tỉnh Phú Thọ
Thị trấn Đoan Hùng,Thị trấn,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Hùng Xuyên,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Bằng Luân,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Vân Du,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Phú Lâm,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Minh Lương,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Bằng Doãn,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Chí Đám,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Phúc Lai,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Ngọc Quan,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Hợp Nhất,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Sóc Đăng,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Tây Cốc,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Yên Kiện,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Hùng Long,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Vụ Quang,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Vân Đồn,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Tiêu Sơn,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Minh Tiến,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Minh Phú,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Chân Mộng,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Xã Ca Đình,Xã,Huyện Đoan Hùng,Tỉnh Phú Thọ
Thị trấn Hạ Hoà,Thị trấn,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Đại Phạm,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Đan Thượng,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Hà Lương,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Tứ Hiệp,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Hiền Lương,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Phương Viên,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Gia Điền,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Ấm Hạ,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Hương Xạ,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Xuân Áng,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Yên Kỳ,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Minh Hạc,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Lang Sơn,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Bằng Giã,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Yên Luật,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Vô Tranh,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Văn Lang,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Minh Côi,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Xã Vĩnh Chân,Xã,Huyện Hạ Hoà,Tỉnh Phú Thọ
Thị trấn Thanh Ba,Thị trấn,Huyện Thanh Ba,Tỉnh Phú Thọ
Xã Vân Lĩnh,Xã,Huyện Thanh Ba,Tỉnh Phú Thọ
Xã Đông Lĩnh,Xã,Huyện Thanh Ba,Tỉnh Phú Thọ
Xã Đại An,Xã,Huyện Thanh Ba,Tỉnh Phú Thọ
